DATE,PRODUCT_ID,SELLING_PRICE,COST,COMPETITOR_PRICE,SALES,IS_PROMOTION,QUANTITY,CATEGORY,SUBCATEGORY,BRAND,PRODUCT_NAME,DAY_OF_WEEK,MONTH,SEASON,IS_HOLIDAY,IS_WEEKEND,Day_of_Week,Month,Price_Above_Competitor,Price_Below_Competitor,Days_Since_Last_Promotion,Profit_Margin
01-01-2020,15,352.7806422,226.8938324,356.912432,330555.4617,0,799,Frozen,Frozen Pizza,ChillFactor,ChillFactor Chilly Pizza,Wednesday,January,Winter,0,0,2,1,0,1,0,125.8868098
01-01-2020,16,69.34557966,28.14694233,73.87179745,165250.5163,0,983,Snacks,Chips,SnackSphere,SnackSphere Sweet Wedges,Wednesday,January,Winter,0,0,2,1,0,1,0,41.19863733
01-01-2020,17,456.715275,204.9717391,460.6818973,570894.0937,0,1285,Snacks,Chips,CrunchTime,CrunchTime Zesty Crisps,Wednesday,January,Winter,0,0,2,1,0,1,0,251.7435359
01-01-2020,18,43.06718351,31.19852649,46.88048748,60896.99748,0,392,Meat,Fish,PrimeCut,PrimeCut Premium Steaks,Wednesday,January,Winter,0,0,2,1,0,1,0,11.86865702
01-01-2020,19,268.8802875,203.4510529,276.2361508,1192215.195,0,1196,Dairy,Cheese,CreamyPath,CreamyPath Premium Spread,Wednesday,January,Winter,0,0,2,1,0,1,0,65.4292346
01-01-2020,20,79.05239203,60.24832068,76.49634402,182215.7636,0,521,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Cold Broccoli,Wednesday,January,Winter,0,0,2,1,1,0,0,18.80407135
01-01-2020,21,15.82282434,6.843590736,14.71387011,4857.607073,0,806,Cereals,Corn Flakes,SunriseBites,SunriseBites Multi-Grain Crunch,Wednesday,January,Winter,0,0,2,1,1,0,0,8.979233604
01-01-2020,22,226.9559328,189.489392,221.6745855,242388.9362,0,39,Cleaning,Wipes,SparkleClean,SparkleClean Power Wipe,Wednesday,January,Winter,0,0,2,1,1,0,0,37.4665408
01-01-2020,23,161.1150932,101.6588356,166.17372,200104.9458,0,395,Frozen,Frozen Vegetables,PolarTaste,PolarTaste Cold Corns,Wednesday,January,Winter,0,0,2,1,0,1,0,59.4562576
01-01-2020,24,243.9697186,172.1219208,267.4547729,507944.9542,0,171,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Creamy Corns,Wednesday,January,Winter,0,0,2,1,0,1,0,71.8477978
01-01-2020,25,286.5480689,258.4410624,303.0273229,622668.9537,0,770,Personal Care,Toothpaste,EssencePure,EssencePure Balancing Polish,Wednesday,January,Winter,0,0,2,1,0,1,0,28.1070065
01-01-2020,26,30.11277447,14.97806785,32.6443377,43723.74854,0,460,Personal Care,Toothpaste,EssencePure,EssencePure Gentle Polish,Wednesday,January,Winter,0,0,2,1,0,1,0,15.13470662
01-01-2020,27,69.19546648,35.65060203,63.57320711,57639.82358,0,27,Cereals,Corn Flakes,SunriseBites,SunriseBites Crunchy Munch,Wednesday,January,Winter,0,0,2,1,1,0,0,33.54486445
01-01-2020,28,278.5048046,219.9730105,305.446429,816297.5824,0,239,Cleaning,Detergents,ShineGuard,ShineGuard Power Sheets,Wednesday,January,Winter,0,0,2,1,0,1,0,58.5317941
01-01-2020,29,175.8056226,127.6766033,178.279003,228898.9206,0,737,Meat,Fish,PrimeCut,PrimeCut Premium Portions,Wednesday,January,Winter,0,0,2,1,0,1,0,48.1290193
01-01-2020,30,369.6534928,221.5839202,403.071491,1688577.155,0,186,Beverages,Soft Drinks,HydraSip,HydraSip Crisp Lemonade,Wednesday,January,Winter,0,0,2,1,0,1,0,148.0695726
01-01-2020,31,332.7553717,263.2269325,320.7086213,568678.9302,0,533,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Wednesday,January,Winter,0,0,2,1,1,0,0,69.5284392
01-01-2020,32,439.2913038,187.945898,404.6648559,898790.0076,0,316,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Wednesday,January,Winter,0,0,2,1,1,0,0,251.3454058
01-01-2020,33,339.2487815,203.9532174,331.7207852,143502.2346,0,447,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Wednesday,January,Winter,0,0,2,1,1,0,0,135.2955641
01-01-2020,34,209.7155832,98.16208723,210.710722,166723.8886,0,675,Meat,Beef,FreshFare,FreshFare Premium Ribs,Wednesday,January,Winter,0,0,2,1,0,1,0,111.553496
01-01-2020,35,345.9259282,156.240018,349.3829618,469075.5587,0,76,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Wednesday,January,Winter,0,0,2,1,0,1,0,189.6859102
01-01-2020,36,145.9418899,125.1610805,152.626567,168270.999,0,846,Snacks,Nuts,CrunchTime,CrunchTime Crunchy Selection,Wednesday,January,Winter,0,0,2,1,0,1,0,20.7808094
01-01-2020,37,152.3487533,105.1986717,149.7640156,22547.6155,0,152,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Wednesday,January,Winter,0,0,2,1,1,0,0,47.1500816
01-01-2020,38,385.5042856,296.1322007,391.5094031,1610636.905,0,487,Frozen,Ice Cream,ChillFactor,ChillFactor Chilly Treat,Wednesday,January,Winter,0,0,2,1,0,1,0,89.3720849
01-01-2020,39,225.3646501,148.9350774,220.0774554,744379.4392,0,615,Cleaning,Detergents,SparkleClean,SparkleClean Total Liquid,Wednesday,January,Winter,0,0,2,1,1,0,0,76.4295727
01-01-2020,40,406.5604662,286.0352828,435.2937424,1904735.784,0,775,Beverages,Juices,RefreshFlow,RefreshFlow Bold Blend,Wednesday,January,Winter,0,0,2,1,0,1,0,120.5251834
01-01-2020,41,410.4408642,239.2222643,383.9166992,424395.8536,0,447,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Wednesday,January,Winter,0,0,2,1,1,0,0,171.2185999
01-01-2020,42,430.3879042,435.2819579,461.9153557,2092545.99,0,436,Beverages,Water,RefreshFlow,RefreshFlow Zesty Mineral,Wednesday,January,Winter,0,0,2,1,0,1,0,-4.8940537
01-01-2020,43,441.0160262,168.1427569,451.1948052,940246.1678,0,1352,Cleaning,Wipes,SparkleClean,SparkleClean Power Sponge,Wednesday,January,Winter,0,0,2,1,0,1,0,272.8732693
01-01-2020,44,231.6856201,152.4510062,226.399515,308605.2459,0,289,Meat,Fish,FreshFare,FreshFare Premium Snack,Wednesday,January,Winter,0,0,2,1,1,0,0,79.2346139
01-01-2020,45,159.9789975,99.90791841,144.7694441,37595.06441,0,340,Beverages,Water,HydraSip,HydraSip Sparkling Aqua,Wednesday,January,Winter,0,0,2,1,1,0,0,60.07107909
01-01-2020,46,289.4359459,265.6032457,309.8665868,584660.6107,0,905,Frozen,Ice Cream,FrostyDelight,FrostyDelight Cold Scoop,Wednesday,January,Winter,0,0,2,1,0,1,0,23.8327002
01-01-2020,47,184.8357888,104.3612979,195.6953243,149347.3173,0,305,Beverages,Juices,RefreshFlow,RefreshFlow Bold Juice,Wednesday,January,Winter,0,0,2,1,0,1,0,80.4744909
01-01-2020,48,316.4153189,229.4498093,298.62458,1202378.212,0,334,Meat,Fish,SavorSelect,SavorSelect Premium Portions,Wednesday,January,Winter,0,0,2,1,1,0,0,86.9655096
01-01-2020,49,371.8539558,175.9894535,357.2206019,1696769.6,0,679,Snacks,Nuts,NibbleNest,NibbleNest Fiery Blend,Wednesday,January,Winter,0,0,2,1,1,0,0,195.8645023
01-01-2020,50,343.4412834,183.2357397,352.4332511,1185559.31,0,192,Cereals,Oatmeal,SunriseBites,SunriseBites Protein-Rich Instant,Wednesday,January,Winter,0,0,2,1,0,1,0,160.2055437
01-01-2020,51,185.5153303,117.3583466,179.55004,25044.56959,0,699,Dairy,Yogurt,LushMilk,LushMilk Premium Pouch,Wednesday,January,Winter,0,0,2,1,1,0,0,68.1569837
01-01-2020,52,94.66600925,50.42260459,99.54158209,166896.1743,0,799,Cereals,Oatmeal,DayStart,DayStart Protein-Rich Instant,Wednesday,January,Winter,0,0,2,1,0,1,0,44.24340466
01-01-2020,53,221.243728,110.4520019,235.6907068,487178.6891,0,581,Dairy,Cheese,CreamyPath,CreamyPath Premium Block,Wednesday,January,Winter,0,0,2,1,0,1,0,110.7917261
01-01-2020,54,77.10176288,36.50264562,76.32669538,84966.14269,0,328,Personal Care,Toothpaste,FreshAura,FreshAura Nourishing Gel,Wednesday,January,Winter,0,0,2,1,1,0,0,40.59911726
01-01-2020,55,429.8842344,275.3060076,394.0705027,964660.2219,0,421,Bakery,Bread,BakeHouse,BakeHouse Fresh Rolls,Wednesday,January,Winter,0,0,2,1,1,0,0,154.5782268
01-01-2020,56,177.321348,146.165526,163.5861644,461035.5048,0,276,Personal Care,Soap,EssencePure,EssencePure Nourishing Gel,Wednesday,January,Winter,0,0,2,1,1,0,0,31.155822
01-01-2020,57,87.15808261,49.81058691,81.04024123,121062.5767,0,284,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Pie,Wednesday,January,Winter,0,0,2,1,1,0,0,37.3474957
01-01-2020,58,23.57995035,11.42171982,23.55721157,4621.670268,0,542,Cleaning,Detergents,SparkleClean,SparkleClean Intense Packets,Wednesday,January,Winter,0,0,2,1,1,0,0,12.15823053
01-01-2020,59,325.5641474,216.6375918,304.2635409,1088035.381,0,516,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Wednesday,January,Winter,0,0,2,1,1,0,0,108.9265556
01-01-2020,60,336.69955,309.2780997,306.553138,242086.9765,0,75,Cereals,Corn Flakes,DayStart,DayStart Protein-Rich Crunch,Wednesday,January,Winter,0,0,2,1,1,0,0,27.4214503
01-01-2020,61,184.4763127,139.2944777,196.3976604,373011.1042,0,1241,Cleaning,Wipes,GermBuster,GermBuster Strong Sponge,Wednesday,January,Winter,0,0,2,1,0,1,0,45.181835
01-01-2020,62,47.10540912,22.55737633,51.80381021,98638.72671,0,322,Personal Care,Soap,GlowMist,GlowMist Hydrating Bar,Wednesday,January,Winter,0,0,2,1,0,1,0,24.54803279
01-01-2020,63,206.7536896,145.5950451,197.9344536,832803.8618,0,424,Bakery,Pastries,SweetCrust,SweetCrust Delicate Pastry,Wednesday,January,Winter,0,0,2,1,1,0,0,61.1586445
01-01-2020,64,160.4164173,72.82049197,157.3847105,749946.7507,0,123,Bakery,Cakes,SweetCrust,SweetCrust Delicate Pound,Wednesday,January,Winter,0,0,2,1,1,0,0,87.59592533
01-01-2020,65,355.2601763,291.0708296,328.7623792,527206.1016,0,185,Beverages,Water,QuenchWell,QuenchWell Crisp Filtered,Wednesday,January,Winter,0,0,2,1,1,0,0,64.1893467
01-01-2020,66,319.2515595,140.2971522,306.1601463,205917.2559,0,800,Cereals,Oatmeal,SunriseBites,SunriseBites Sweet Porridge,Wednesday,January,Winter,0,0,2,1,1,0,0,178.9544073
01-01-2020,67,190.941433,104.8156733,179.6317043,853317.2642,0,588,Personal Care,Shampoo,GlowMist,GlowMist Revitalizing Revitalizer,Wednesday,January,Winter,0,0,2,1,1,0,0,86.1257597
01-01-2020,68,121.6114457,63.45667078,119.5072557,43415.28613,0,55,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Wednesday,January,Winter,0,0,2,1,1,0,0,58.15477492
01-01-2020,69,516.1428129,328.451197,518.5674203,194069.6977,0,264,Beverages,Soft Drinks,HydraSip,HydraSip Bold Energy Drink,Wednesday,January,Winter,0,0,2,1,0,1,0,187.6916159
01-01-2020,70,231.6321822,112.7345597,235.9388018,515844.8698,0,860,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Wednesday,January,Winter,0,0,2,1,0,1,0,118.8976225
01-01-2020,71,344.7525073,173.2513559,362.4446301,99978.22711,0,637,Dairy,Milk,DairyPeak,DairyPeak Premium Cream,Wednesday,January,Winter,0,0,2,1,0,1,0,171.5011514
01-01-2020,72,77.41007831,33.46952032,76.67786284,153813.8256,0,130,Dairy,Cheese,LushMilk,LushMilk Premium Slice,Wednesday,January,Winter,0,0,2,1,1,0,0,43.94055799
01-01-2020,73,260.0268897,192.8273912,267.8848082,231163.905,0,151,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Wednesday,January,Winter,0,0,2,1,0,1,0,67.1994985
01-01-2020,74,22.97894887,10.74528563,21.80269796,52529.87711,0,168,Snacks,Nuts,CrunchTime,CrunchTime Zesty Mix,Wednesday,January,Winter,0,0,2,1,1,0,0,12.23366324
01-01-2020,75,250.6555557,134.8639419,233.2833214,725647.8338,0,401,Beverages,Soft Drinks,QuenchWell,QuenchWell Crisp Soda,Wednesday,January,Winter,0,0,2,1,1,0,0,115.7916138
01-01-2020,76,470.7060562,204.2042384,512.5049134,1043084.621,0,1318,Snacks,Cookies,SnackSphere,SnackSphere Tangy Snack,Wednesday,January,Winter,0,0,2,1,0,1,0,266.5018178
01-01-2020,77,192.9303855,148.0889469,207.6349725,425990.2911,0,245,Dairy,Milk,CreamyPath,CreamyPath Premium Flavored,Wednesday,January,Winter,0,0,2,1,0,1,0,44.8414386
01-01-2020,78,30.48575848,17.5992685,28.67964272,6767.838382,0,147,Bakery,Bread,BakeHouse,BakeHouse Homestyle Loaf,Wednesday,January,Winter,0,0,2,1,1,0,0,12.88648998
01-01-2020,79,25.27069263,18.77813541,24.21740133,37274.27163,0,242,Bakery,Bread,BakeHouse,BakeHouse Crusty Ciabatta,Wednesday,January,Winter,0,0,2,1,1,0,0,6.49255722
01-01-2020,80,191.9135113,98.15662394,191.785051,768421.6993,0,242,Snacks,Cookies,NibbleNest,NibbleNest Sweet Biscuit,Wednesday,January,Winter,0,0,2,1,1,0,0,93.75688736
01-01-2020,81,90.99715027,69.20477114,88.83467717,115657.378,0,44,Cereals,Oatmeal,DayStart,DayStart Nutty Flakes,Wednesday,January,Winter,0,0,2,1,1,0,0,21.79237913
01-01-2020,82,20.89027075,16.92892754,19.84505317,100398.6412,0,649,Cereals,Granola,SunriseBites,SunriseBites Honeyed Bites,Wednesday,January,Winter,0,0,2,1,1,0,0,3.96134321
01-01-2020,83,364.0947638,200.4159347,385.1120865,1605293.814,0,276,Dairy,Milk,DairyPeak,DairyPeak Premium Drink,Wednesday,January,Winter,0,0,2,1,0,1,0,163.6788291
01-01-2020,84,238.1819875,129.3937029,261.2310639,410625.7465,0,989,Dairy,Cheese,LushMilk,LushMilk Premium Curd,Wednesday,January,Winter,0,0,2,1,0,1,0,108.7882846
01-01-2020,85,156.6501234,69.83901267,147.5880538,319879.552,0,620,Bakery,Bread,SweetCrust,SweetCrust Homestyle Pita,Wednesday,January,Winter,0,0,2,1,1,0,0,86.81111073
01-01-2020,86,445.2150015,311.1860548,459.7834809,1124613.094,0,857,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Flatbread,Wednesday,January,Winter,0,0,2,1,0,1,0,134.0289467
01-01-2020,87,68.13774404,53.41343981,68.13767832,272687.2517,0,717,Cleaning,Wipes,GermBuster,GermBuster Intense Pad,Wednesday,January,Winter,0,0,2,1,1,0,0,14.72430423
01-01-2020,88,471.2193282,177.1593777,465.5985686,199796.9952,0,404,Beverages,Water,QuenchWell,QuenchWell Bold Filtered,Wednesday,January,Winter,0,0,2,1,1,0,0,294.0599505
01-01-2020,89,170.3167933,100.0407743,171.7329618,173382.4956,0,591,Dairy,Milk,DairyPeak,DairyPeak Premium Non-Dairy,Wednesday,January,Winter,0,0,2,1,0,1,0,70.276019
01-01-2020,90,448.9756615,350.3510014,479.2041113,449424.6372,0,229,Meat,Chicken,PrimeCut,PrimeCut Premium Wings,Wednesday,January,Winter,0,0,2,1,0,1,0,98.6246601
01-01-2020,91,298.0220432,233.5603021,302.3219883,473259.0046,0,614,Beverages,Juices,QuenchWell,QuenchWell Zesty Nectar,Wednesday,January,Winter,0,0,2,1,0,1,0,64.4617411
01-01-2020,92,431.5461065,167.2770208,409.1074853,409968.8012,0,201,Personal Care,Shampoo,FreshAura,FreshAura Balancing Rinse,Wednesday,January,Winter,0,0,2,1,1,0,0,264.2690857
01-01-2020,93,510.6016815,351.7015082,548.9240447,1141705.36,0,723,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Wednesday,January,Winter,0,0,2,1,0,1,0,158.9001733
01-01-2020,94,145.4635553,73.72142015,149.2410977,106188.3953,0,630,Snacks,Chips,NibbleNest,NibbleNest Spicy Stacks,Wednesday,January,Winter,0,0,2,1,0,1,0,71.74213515
01-01-2020,95,476.4240228,198.2500256,490.4754471,980480.639,0,183,Snacks,Nuts,NibbleNest,NibbleNest Savory Mix,Wednesday,January,Winter,0,0,2,1,0,1,0,278.1739972
01-01-2020,96,198.4753229,140.9451497,211.9377394,96459.00692,0,963,Dairy,Cheese,CreamyPath,CreamyPath Premium Wheel,Wednesday,January,Winter,0,0,2,1,0,1,0,57.5301732
01-01-2020,97,200.6327975,144.4170925,216.6567367,287707.4316,0,1165,Bakery,Cakes,SweetCrust,SweetCrust Fresh Pound,Wednesday,January,Winter,0,0,2,1,0,1,0,56.215705
01-01-2020,98,176.5244282,108.1760105,173.2820974,31774.39707,0,48,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Wednesday,January,Winter,0,0,2,1,1,0,0,68.3484177
01-01-2020,99,281.0541974,253.6765514,259.5055533,63237.19442,0,93,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Wednesday,January,Winter,0,0,2,1,1,0,0,27.377646
01-01-2020,100,88.83757125,64.7401574,90.99384724,52058.81675,0,60,Snacks,Nuts,CrunchTime,CrunchTime Sweet Selection,Wednesday,January,Winter,0,0,2,1,0,1,0,24.09741385
02-01-2020,1,367.3763631,146.7374393,357.7624723,381336.6649,0,100,Bakery,Bread,GoldenLoaf,GoldenLoaf Rich Pita,Thursday,January,Winter,0,0,3,1,1,0,0,220.6389238
02-01-2020,2,45.13559582,27.41162208,47.21456002,182212.4003,0,248,Bakery,Cakes,BakeHouse,BakeHouse Fresh Pound,Thursday,January,Winter,0,0,3,1,0,1,0,17.72397374
02-01-2020,3,47.12260599,22.10559793,48.90275439,93114.26944,0,518,Beverages,Soft Drinks,QuenchWell,QuenchWell Sparkling Soda,Thursday,January,Winter,0,0,3,1,0,1,0,25.01700806
02-01-2020,4,186.0906032,126.0492357,174.5756262,107374.278,0,573,Cleaning,Wipes,ShineGuard,ShineGuard Mega Pad,Thursday,January,Winter,0,0,3,1,1,0,0,60.0413675
02-01-2020,5,453.9472961,342.0513877,494.2873587,1631486.582,0,1148,Cleaning,Disinfectants,GermBuster,GermBuster Total Gel,Thursday,January,Winter,0,0,3,1,0,1,0,111.8959084
02-01-2020,6,343.0841482,247.4630138,347.3105781,951715.4272,0,464,Snacks,Chips,NibbleNest,NibbleNest Fiery Bites,Thursday,January,Winter,0,0,3,1,0,1,0,95.6211344
02-01-2020,7,338.2324848,198.6290067,329.3890034,50058.40774,0,478,Personal Care,Shampoo,GlowMist,GlowMist Gentle Rinse,Thursday,January,Winter,0,0,3,1,1,0,0,139.6034781
02-01-2020,8,181.4947701,60.23833395,167.2067413,141928.9102,0,344,Cereals,Granola,MorningCrunch,MorningCrunch Multi-Grain Bites,Thursday,January,Winter,0,0,3,1,1,0,0,121.2564362
02-01-2020,9,287.2131066,187.1921963,299.0770536,318232.1221,0,1043,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Cold Slice,Thursday,January,Winter,0,0,3,1,0,1,0,100.0209103
02-01-2020,10,15.58825368,8.511200224,16.86924406,4723.240864,0,521,Personal Care,Shampoo,EssencePure,EssencePure Revitalizing Cleanser,Thursday,January,Winter,0,0,3,1,0,1,0,7.077053456
02-01-2020,11,326.4565232,225.1956348,341.8303991,314051.1753,0,71,Frozen,Ice Cream,ChillFactor,ChillFactor Velvety Sundae,Thursday,January,Winter,0,0,3,1,0,1,0,101.2608884
02-01-2020,12,442.7359383,277.9845696,478.0026258,1601375.889,0,937,Snacks,Nuts,CrunchTime,CrunchTime Spicy Cluster,Thursday,January,Winter,0,0,3,1,0,1,0,164.7513687
02-01-2020,13,301.2430096,184.3131853,331.2279097,1322456.812,0,1228,Meat,Chicken,SavorSelect,SavorSelect Premium Breast,Thursday,January,Winter,0,0,3,1,0,1,0,116.9298243
02-01-2020,14,453.34642,171.0309092,444.3974212,732607.8147,0,79,Cereals,Granola,DayStart,DayStart Crunchy Bites,Thursday,January,Winter,0,0,3,1,1,0,0,282.3155108
02-01-2020,15,371.2495562,131.175981,405.5744417,762917.838,0,786,Frozen,Frozen Pizza,ChillFactor,ChillFactor Chilly Pizza,Thursday,January,Winter,0,0,3,1,0,1,0,240.0735752
02-01-2020,16,71.33770691,31.56660787,68.80621247,24968.19742,0,710,Snacks,Chips,SnackSphere,SnackSphere Sweet Wedges,Thursday,January,Winter,0,0,3,1,1,0,0,39.77109904
02-01-2020,17,463.1127362,323.8104955,478.6577112,87991.41988,0,1209,Snacks,Chips,CrunchTime,CrunchTime Zesty Crisps,Thursday,January,Winter,0,0,3,1,0,1,0,139.3022407
02-01-2020,18,42.26457361,36.09622379,38.0633693,143615.0211,0,262,Meat,Fish,PrimeCut,PrimeCut Premium Steaks,Thursday,January,Winter,0,0,3,1,1,0,0,6.16834982
02-01-2020,19,272.7323471,187.1158914,270.7855791,480827.128,0,670,Dairy,Cheese,CreamyPath,CreamyPath Premium Spread,Thursday,January,Winter,0,0,3,1,1,0,0,85.6164557
02-01-2020,20,77.69204837,47.9048593,82.28296701,12741.49593,0,803,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Cold Broccoli,Thursday,January,Winter,0,0,3,1,0,1,0,29.78718907
02-01-2020,21,15.80011948,8.432807971,16.85011567,72269.74651,0,1207,Cereals,Corn Flakes,SunriseBites,SunriseBites Multi-Grain Crunch,Thursday,January,Winter,0,0,3,1,0,1,0,7.367311509
02-01-2020,22,208.8033784,162.9481045,213.4365654,544768.0143,0,64,Cleaning,Wipes,SparkleClean,SparkleClean Power Wipe,Thursday,January,Winter,0,0,3,1,0,1,0,45.8552739
02-01-2020,23,148.0463113,111.6988999,145.1285201,155744.7195,0,258,Frozen,Frozen Vegetables,PolarTaste,PolarTaste Cold Corns,Thursday,January,Winter,0,0,3,1,1,0,0,36.3474114
02-01-2020,24,246.52085,182.7584662,239.9465915,123753.4667,0,97,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Creamy Corns,Thursday,January,Winter,0,0,3,1,1,0,0,63.7623838
02-01-2020,25,301.3409028,226.062542,292.5461993,1014313.479,0,410,Personal Care,Toothpaste,EssencePure,EssencePure Balancing Polish,Thursday,January,Winter,0,0,3,1,1,0,0,75.2783608
02-01-2020,26,31.08000183,22.49198381,30.53373377,69339.48408,0,310,Personal Care,Toothpaste,EssencePure,EssencePure Gentle Polish,Thursday,January,Winter,0,0,3,1,1,0,0,8.58801802
02-01-2020,27,70.995207,36.13275722,69.94690582,289234.4733,0,28,Cereals,Corn Flakes,SunriseBites,SunriseBites Crunchy Munch,Thursday,January,Winter,0,0,3,1,1,0,0,34.86244978
02-01-2020,28,283.3358716,199.4490868,302.5103642,423303.7921,0,228,Cleaning,Detergents,ShineGuard,ShineGuard Power Sheets,Thursday,January,Winter,0,0,3,1,0,1,0,83.8867848
02-01-2020,29,178.7821084,114.8769022,193.535595,353631.0104,0,750,Meat,Fish,PrimeCut,PrimeCut Premium Portions,Thursday,January,Winter,0,0,3,1,0,1,0,63.9052062
02-01-2020,30,362.1871001,180.6143267,335.1254694,402752.0553,0,109,Beverages,Soft Drinks,HydraSip,HydraSip Crisp Lemonade,Thursday,January,Winter,0,0,3,1,1,0,0,181.5727734
02-01-2020,31,327.3549482,237.6203055,320.8897936,792198.9746,0,553,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Thursday,January,Winter,0,0,3,1,1,0,0,89.7346427
02-01-2020,32,405.2052121,187.6009675,414.8909089,271892.6973,0,515,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Thursday,January,Winter,0,0,3,1,0,1,0,217.6042446
02-01-2020,33,350.379579,188.1993153,361.2166873,1226678.906,0,669,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Thursday,January,Winter,0,0,3,1,0,1,0,162.1802637
02-01-2020,34,212.7576088,103.1993567,209.8431524,809968.2168,0,426,Meat,Beef,FreshFare,FreshFare Premium Ribs,Thursday,January,Winter,0,0,3,1,1,0,0,109.5582521
02-01-2020,35,326.5236448,134.9993475,323.7599899,491418.0855,0,48,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Thursday,January,Winter,0,0,3,1,1,0,0,191.5242973
